cleaned,bigram,trigram
karna ceo xiaomi kekuatan sistem uang batas kepikiran samain namanya iphone,"['karna ceo', 'ceo xiaomi', 'xiaomi kekuatan', 'kekuatan sistem', 'sistem uang', 'uang batas', 'batas kepikiran', 'kepikiran samain', 'samain namanya', 'namanya iphone']","['karna ceo xiaomi', 'ceo xiaomi kekuatan', 'xiaomi kekuatan sistem', 'kekuatan sistem uang', 'sistem uang batas', 'uang batas kepikiran', 'batas kepikiran samain', 'kepikiran samain namanya', 'samain namanya iphone']"
xiaomi nyiptain xiaomi pro max nge sarkasin ip kayak nya nya ip mainnya zona aman desain,"['xiaomi nyiptain', 'nyiptain xiaomi', 'xiaomi pro', 'pro max', 'max nge', 'nge sarkasin', 'sarkasin ip', 'ip kayak', 'kayak nya', 'nya nya', 'nya ip', 'ip mainnya', 'mainnya zona', 'zona aman', 'aman desain']","['xiaomi nyiptain xiaomi', 'nyiptain xiaomi pro', 'xiaomi pro max', 'pro max nge', 'max nge sarkasin', 'nge sarkasin ip', 'sarkasin ip kayak', 'ip kayak nya', 'kayak nya nya', 'nya nya ip', 'nya ip mainnya', 'ip mainnya zona', 'mainnya zona aman', 'zona aman desain']"
xiaomi ku terpesona memakai nya,"['xiaomi ku', 'ku terpesona', 'terpesona memakai', 'memakai nya']","['xiaomi ku terpesona', 'ku terpesona memakai', 'terpesona memakai nya']"
gw user iphone iphone s gb kesini iphone overrated,"['gw user', 'user iphone', 'iphone iphone', 'iphone s', 's gb', 'gb kesini', 'kesini iphone', 'iphone overrated']","['gw user iphone', 'user iphone iphone', 'iphone iphone s', 'iphone s gb', 's gb kesini', 'gb kesini iphone', 'kesini iphone overrated']"
angka sial angka keberuntungan angka sial,"['angka sial', 'sial angka', 'angka keberuntungan', 'keberuntungan angka', 'angka sial']","['angka sial angka', 'sial angka keberuntungan', 'angka keberuntungan angka', 'keberuntungan angka sial']"
bang review poco m pro g donggg,"['bang review', 'review poco', 'poco m', 'm pro', 'pro g', 'g donggg']","['bang review poco', 'review poco m', 'poco m pro', 'm pro g', 'pro g donggg']"
packagingnya kaya buru banget bikinnya wkwkwk maklum ngebet sandingin apple sampe numerik loncat alih norak sumpah kalo fans fanatik ndroid bilang inovasi tuh kaya gini kalo gue bilang sih mempermalukan gw dikasih gratis hape jg gw tunjukin khalayak norak,"['packagingnya kaya', 'kaya buru', 'buru banget', 'banget bikinnya', 'bikinnya wkwkwk', 'wkwkwk maklum', 'maklum ngebet', 'ngebet sandingin', 'sandingin apple', 'apple sampe', 'sampe numerik', 'numerik loncat', 'loncat alih', 'alih norak', 'norak sumpah', 'sumpah kalo', 'kalo fans', 'fans fanatik', 'fanatik ndroid', 'ndroid bilang', 'bilang inovasi', 'inovasi tuh', 'tuh kaya', 'kaya gini', 'gini kalo', 'kalo gue', 'gue bilang', 'bilang sih', 'sih mempermalukan', 'mempermalukan gw', 'gw dikasih', 'dikasih gratis', 'gratis hape', 'hape jg', 'jg gw', 'gw tunjukin', 'tunjukin khalayak', 'khalayak norak']","['packagingnya kaya buru', 'kaya buru banget', 'buru banget bikinnya', 'banget bikinnya wkwkwk', 'bikinnya wkwkwk maklum', 'wkwkwk maklum ngebet', 'maklum ngebet sandingin', 'ngebet sandingin apple', 'sandingin apple sampe', 'apple sampe numerik', 'sampe numerik loncat', 'numerik loncat alih', 'loncat alih norak', 'alih norak sumpah', 'norak sumpah kalo', 'sumpah kalo fans', 'kalo fans fanatik', 'fans fanatik ndroid', 'fanatik ndroid bilang', 'ndroid bilang inovasi', 'bilang inovasi tuh', 'inovasi tuh kaya', 'tuh kaya gini', 'kaya gini kalo', 'gini kalo gue', 'kalo gue bilang', 'gue bilang sih', 'bilang sih mempermalukan', 'sih mempermalukan gw', 'mempermalukan gw dikasih', 'gw dikasih gratis', 'dikasih gratis hape', 'gratis hape jg', 'hape jg gw', 'jg gw tunjukin', 'gw tunjukin khalayak', 'tunjukin khalayak norak']"
bang bahas iqoo zr,"['bang bahas', 'bahas iqoo', 'iqoo zr']","['bang bahas iqoo', 'bahas iqoo zr']"
faktor boros panas dibelakang layar xiomie pro max layar mengurangi performance handphone,"['faktor boros', 'boros panas', 'panas dibelakang', 'dibelakang layar', 'layar xiomie', 'xiomie pro', 'pro max', 'max layar', 'layar mengurangi', 'mengurangi performance', 'performance handphone']","['faktor boros panas', 'boros panas dibelakang', 'panas dibelakang layar', 'dibelakang layar xiomie', 'layar xiomie pro', 'xiomie pro max', 'pro max layar', 'max layar mengurangi', 'layar mengurangi performance', 'mengurangi performance handphone']"
bang numpang komen tolong ya bang rekomen hp terbaik slot micro sd nya masak beli hp mulu memori penuh makasih bang,"['bang numpang', 'numpang komen', 'komen tolong', 'tolong ya', 'ya bang', 'bang rekomen', 'rekomen hp', 'hp terbaik', 'terbaik slot', 'slot micro', 'micro sd', 'sd nya', 'nya masak', 'masak beli', 'beli hp', 'hp mulu', 'mulu memori', 'memori penuh', 'penuh makasih', 'makasih bang']","['bang numpang komen', 'numpang komen tolong', 'komen tolong ya', 'tolong ya bang', 'ya bang rekomen', 'bang rekomen hp', 'rekomen hp terbaik', 'hp terbaik slot', 'terbaik slot micro', 'slot micro sd', 'micro sd nya', 'sd nya masak', 'nya masak beli', 'masak beli hp', 'beli hp mulu', 'hp mulu memori', 'mulu memori penuh', 'memori penuh makasih', 'penuh makasih bang']"
bang tcl xeharga ya bang,"['bang tcl', 'tcl xeharga', 'xeharga ya', 'ya bang']","['bang tcl xeharga', 'tcl xeharga ya', 'xeharga ya bang']"
kotak nya kek kotak sarung sih,"['kotak nya', 'nya kek', 'kek kotak', 'kotak sarung', 'sarung sih']","['kotak nya kek', 'nya kek kotak', 'kek kotak sarung', 'kotak sarung sih']"
ku denger nwa geyal geyol naykilaa liatnyaa gak amerika hustla silop tuh cuman sampah loreng penuh drama roots hiff hoff slamanya,"['ku denger', 'denger nwa', 'nwa geyal', 'geyal geyol', 'geyol naykilaa', 'naykilaa liatnyaa', 'liatnyaa gak', 'gak amerika', 'amerika hustla', 'hustla silop', 'silop tuh', 'tuh cuman', 'cuman sampah', 'sampah loreng', 'loreng penuh', 'penuh drama', 'drama roots', 'roots hiff', 'hiff hoff', 'hoff slamanya']","['ku denger nwa', 'denger nwa geyal', 'nwa geyal geyol', 'geyal geyol naykilaa', 'geyol naykilaa liatnyaa', 'naykilaa liatnyaa gak', 'liatnyaa gak amerika', 'gak amerika hustla', 'amerika hustla silop', 'hustla silop tuh', 'silop tuh cuman', 'tuh cuman sampah', 'cuman sampah loreng', 'sampah loreng penuh', 'loreng penuh drama', 'penuh drama roots', 'drama roots hiff', 'roots hiff hoff', 'hiff hoff slamanya']"
hp lipat layar xiaomi mantap,"['hp lipat', 'lipat layar', 'layar xiaomi', 'xiaomi mantap']","['hp lipat layar', 'lipat layar xiaomi', 'layar xiaomi mantap']"
opini pribadi utk flagship android gua pilih xiaomi pro max desainnya elegan dibanding,"['opini pribadi', 'pribadi utk', 'utk flagship', 'flagship android', 'android gua', 'gua pilih', 'pilih xiaomi', 'xiaomi pro', 'pro max', 'max desainnya', 'desainnya elegan', 'elegan dibanding']","['opini pribadi utk', 'pribadi utk flagship', 'utk flagship android', 'flagship android gua', 'android gua pilih', 'gua pilih xiaomi', 'pilih xiaomi pro', 'xiaomi pro max', 'pro max desainnya', 'max desainnya elegan', 'desainnya elegan dibanding']"
layar belakangnya maen game case khusus maen game layar belakangnya,"['layar belakangnya', 'belakangnya maen', 'maen game', 'game case', 'case khusus', 'khusus maen', 'maen game', 'game layar', 'layar belakangnya']","['layar belakangnya maen', 'belakangnya maen game', 'maen game case', 'game case khusus', 'case khusus maen', 'khusus maen game', 'maen game layar', 'game layar belakangnya']"
nilai antutu nya rban nangis bareng,"['nilai antutu', 'antutu nya', 'nya rban', 'rban nangis', 'nangis bareng']","['nilai antutu nya', 'antutu nya rban', 'nya rban nangis', 'rban nangis bareng']"
ku tunggu udah release,"['ku tunggu', 'tunggu udah', 'udah release']","['ku tunggu udah', 'tunggu udah release']"
jujur gue pengguna android pengen ngerasain pake iphone ip,"['jujur gue', 'gue pengguna', 'pengguna android', 'android pengen', 'pengen ngerasain', 'ngerasain pake', 'pake iphone', 'iphone ip']","['jujur gue pengguna', 'gue pengguna android', 'pengguna android pengen', 'android pengen ngerasain', 'pengen ngerasain pake', 'ngerasain pake iphone', 'pake iphone ip']"
desain poco m pro jir,"['desain poco', 'poco m', 'm pro', 'pro jir']","['desain poco m', 'poco m pro', 'm pro jir']"
liat review layar nya pake main game,"['liat review', 'review layar', 'layar nya', 'nya pake', 'pake main', 'main game']","['liat review layar', 'review layar nya', 'layar nya pake', 'nya pake main', 'pake main game']"
bang coba review ui samsung kamera nya berubah kualitas nya,"['bang coba', 'coba review', 'review ui', 'ui samsung', 'samsung kamera', 'kamera nya', 'nya berubah', 'berubah kualitas', 'kualitas nya']","['bang coba review', 'coba review ui', 'review ui samsung', 'ui samsung kamera', 'samsung kamera nya', 'kamera nya berubah', 'nya berubah kualitas', 'berubah kualitas nya']"
review realme ganti modul kamera bg,"['review realme', 'realme ganti', 'ganti modul', 'modul kamera', 'kamera bg']","['review realme ganti', 'realme ganti modul', 'ganti modul kamera', 'modul kamera bg']"
ditunggu review kacamatanya,"['ditunggu review', 'review kacamatanya']",['ditunggu review kacamatanya']
orang orang suka nempel foto idol pasangannya dicase gak beli xiaomi pro max display tuh foto idolpasangan,"['orang orang', 'orang suka', 'suka nempel', 'nempel foto', 'foto idol', 'idol pasangannya', 'pasangannya dicase', 'dicase gak', 'gak beli', 'beli xiaomi', 'xiaomi pro', 'pro max', 'max display', 'display tuh', 'tuh foto', 'foto idolpasangan']","['orang orang suka', 'orang suka nempel', 'suka nempel foto', 'nempel foto idol', 'foto idol pasangannya', 'idol pasangannya dicase', 'pasangannya dicase gak', 'dicase gak beli', 'gak beli xiaomi', 'beli xiaomi pro', 'xiaomi pro max', 'pro max display', 'max display tuh', 'display tuh foto', 'tuh foto idolpasangan']"
salut xiaomi ultra kamera nya zoom buram menyaingi kamera samsung galaxy s ultra,"['salut xiaomi', 'xiaomi ultra', 'ultra kamera', 'kamera nya', 'nya zoom', 'zoom buram', 'buram menyaingi', 'menyaingi kamera', 'kamera samsung', 'samsung galaxy', 'galaxy s', 's ultra']","['salut xiaomi ultra', 'xiaomi ultra kamera', 'ultra kamera nya', 'kamera nya zoom', 'nya zoom buram', 'zoom buram menyaingi', 'buram menyaingi kamera', 'menyaingi kamera samsung', 'kamera samsung galaxy', 'samsung galaxy s', 'galaxy s ultra']"
kagett bjirr,['kagett bjirr'],[]
pengen bang david gw xioami pro max,"['pengen bang', 'bang david', 'david gw', 'gw xioami', 'xioami pro', 'pro max']","['pengen bang david', 'bang david gw', 'david gw xioami', 'gw xioami pro', 'xioami pro max']"
layar blkng couple sblm nikahfoto background biru,"['layar blkng', 'blkng couple', 'couple sblm', 'sblm nikahfoto', 'nikahfoto background', 'background biru']","['layar blkng couple', 'blkng couple sblm', 'couple sblm nikahfoto', 'sblm nikahfoto background', 'nikahfoto background biru']"
kesan liatnya cakep sih drpd iphone pro max ramah mata warna xiaomi kalo iphone pro max warna orange kontras sih mendingan hitam,"['kesan liatnya', 'liatnya cakep', 'cakep sih', 'sih drpd', 'drpd iphone', 'iphone pro', 'pro max', 'max ramah', 'ramah mata', 'mata warna', 'warna xiaomi', 'xiaomi kalo', 'kalo iphone', 'iphone pro', 'pro max', 'max warna', 'warna orange', 'orange kontras', 'kontras sih', 'sih mendingan', 'mendingan hitam']","['kesan liatnya cakep', 'liatnya cakep sih', 'cakep sih drpd', 'sih drpd iphone', 'drpd iphone pro', 'iphone pro max', 'pro max ramah', 'max ramah mata', 'ramah mata warna', 'mata warna xiaomi', 'warna xiaomi kalo', 'xiaomi kalo iphone', 'kalo iphone pro', 'iphone pro max', 'pro max warna', 'max warna orange', 'warna orange kontras', 'orange kontras sih', 'kontras sih mendingan', 'sih mendingan hitam']"
mending iphone promax xiaomi promax mending tidur,"['mending iphone', 'iphone promax', 'promax xiaomi', 'xiaomi promax', 'promax mending', 'mending tidur']","['mending iphone promax', 'iphone promax xiaomi', 'promax xiaomi promax', 'xiaomi promax mending', 'promax mending tidur']"
teknologi canggih xiaomi keren nonton video gue buka cari hiburan,"['teknologi canggih', 'canggih xiaomi', 'xiaomi keren', 'keren nonton', 'nonton video', 'video gue', 'gue buka', 'buka cari', 'cari hiburan']","['teknologi canggih xiaomi', 'canggih xiaomi keren', 'xiaomi keren nonton', 'keren nonton video', 'nonton video gue', 'video gue buka', 'gue buka cari', 'buka cari hiburan']"
xiaomi emang gak kehabisan ide ya inovasi bikin kaget nonton buka seru,"['xiaomi emang', 'emang gak', 'gak kehabisan', 'kehabisan ide', 'ide ya', 'ya inovasi', 'inovasi bikin', 'bikin kaget', 'kaget nonton', 'nonton buka', 'buka seru']","['xiaomi emang gak', 'emang gak kehabisan', 'gak kehabisan ide', 'kehabisan ide ya', 'ide ya inovasi', 'ya inovasi bikin', 'inovasi bikin kaget', 'bikin kaget nonton', 'kaget nonton buka', 'nonton buka seru']"
iphone jiplak xiomi bang,"['iphone jiplak', 'jiplak xiomi', 'xiomi bang']","['iphone jiplak xiomi', 'jiplak xiomi bang']"
xiaomi benerbener ngejar iphone lini ya salut abis buka ah,"['xiaomi benerbener', 'benerbener ngejar', 'ngejar iphone', 'iphone lini', 'lini ya', 'ya salut', 'salut abis', 'abis buka', 'buka ah']","['xiaomi benerbener ngejar', 'benerbener ngejar iphone', 'ngejar iphone lini', 'iphone lini ya', 'lini ya salut', 'ya salut abis', 'salut abis buka', 'abis buka ah']"
reviewnya enak banget ditonton kayak ngobrol santai informatif scroll biar gak bosen,"['reviewnya enak', 'enak banget', 'banget ditonton', 'ditonton kayak', 'kayak ngobrol', 'ngobrol santai', 'santai informatif', 'informatif scroll', 'scroll biar', 'biar gak', 'gak bosen']","['reviewnya enak banget', 'enak banget ditonton', 'banget ditonton kayak', 'ditonton kayak ngobrol', 'kayak ngobrol santai', 'ngobrol santai informatif', 'santai informatif scroll', 'informatif scroll biar', 'scroll biar gak', 'biar gak bosen']"
bang david emang jago reviewnya detail banget gue nongkrong,"['bang david', 'david emang', 'emang jago', 'jago reviewnya', 'reviewnya detail', 'detail banget', 'banget gue', 'gue nongkrong']","['bang david emang', 'david emang jago', 'emang jago reviewnya', 'jago reviewnya detail', 'reviewnya detail banget', 'detail banget gue', 'banget gue nongkrong']"
definisi orang klo naro hp kash paham sma xiaomi nh ane kash lhatin displaynya nda cma boba doank,"['definisi orang', 'orang klo', 'klo naro', 'naro hp', 'hp kash', 'kash paham', 'paham sma', 'sma xiaomi', 'xiaomi nh', 'nh ane', 'ane kash', 'kash lhatin', 'lhatin displaynya', 'displaynya nda', 'nda cma', 'cma boba', 'boba doank']","['definisi orang klo', 'orang klo naro', 'klo naro hp', 'naro hp kash', 'hp kash paham', 'kash paham sma', 'paham sma xiaomi', 'sma xiaomi nh', 'xiaomi nh ane', 'nh ane kash', 'ane kash lhatin', 'kash lhatin displaynya', 'lhatin displaynya nda', 'displaynya nda cma', 'nda cma boba', 'cma boba doank']"
iphone colab with xiaomi viva,"['iphone colab', 'colab with', 'with xiaomi', 'xiaomi viva']","['iphone colab with', 'colab with xiaomi', 'with xiaomi viva']"
skip panassss,['skip panassss'],[]
udah liat hpnya pas msbrewc bikin sg,"['udah liat', 'liat hpnya', 'hpnya pas', 'pas msbrewc', 'msbrewc bikin', 'bikin sg']","['udah liat hpnya', 'liat hpnya pas', 'hpnya pas msbrewc', 'pas msbrewc bikin', 'msbrewc bikin sg']"
bang unboxing realme iphone bang,"['bang unboxing', 'unboxing realme', 'realme iphone', 'iphone bang']","['bang unboxing realme', 'unboxing realme iphone', 'realme iphone bang']"
lg bang fitur layar main game gamepad tambahan klo salah,"['lg bang', 'bang fitur', 'fitur layar', 'layar main', 'main game', 'game gamepad', 'gamepad tambahan', 'tambahan klo', 'klo salah']","['lg bang fitur', 'bang fitur layar', 'fitur layar main', 'layar main game', 'main game gamepad', 'game gamepad tambahan', 'gamepad tambahan klo', 'tambahan klo salah']"
pakai iphone pro max gampang panas coba pake vidcall chat auto panas,"['pakai iphone', 'iphone pro', 'pro max', 'max gampang', 'gampang panas', 'panas coba', 'coba pake', 'pake vidcall', 'vidcall chat', 'chat auto', 'auto panas']","['pakai iphone pro', 'iphone pro max', 'pro max gampang', 'max gampang panas', 'gampang panas coba', 'panas coba pake', 'coba pake vidcall', 'pake vidcall chat', 'vidcall chat auto', 'chat auto panas']"
intinya ngefans tu xiaomi i phonejelas i phone terbaik dunia,"['intinya ngefans', 'ngefans tu', 'tu xiaomi', 'xiaomi i', 'i phonejelas', 'phonejelas i', 'i phone', 'phone terbaik', 'terbaik dunia']","['intinya ngefans tu', 'ngefans tu xiaomi', 'tu xiaomi i', 'xiaomi i phonejelas', 'i phonejelas i', 'phonejelas i phone', 'i phone terbaik', 'phone terbaik dunia']"
knp pake promax si namain nya ky gmn gitu pdhl bagus hp nya,"['knp pake', 'pake promax', 'promax si', 'si namain', 'namain nya', 'nya ky', 'ky gmn', 'gmn gitu', 'gitu pdhl', 'pdhl bagus', 'bagus hp', 'hp nya']","['knp pake promax', 'pake promax si', 'promax si namain', 'si namain nya', 'namain nya ky', 'nya ky gmn', 'ky gmn gitu', 'gmn gitu pdhl', 'gitu pdhl bagus', 'pdhl bagus hp', 'bagus hp nya']"
warna hijau hp xiaomi tuh identik warna hijau bambu karna berasal negara tirai bambu,"['warna hijau', 'hijau hp', 'hp xiaomi', 'xiaomi tuh', 'tuh identik', 'identik warna', 'warna hijau', 'hijau bambu', 'bambu karna', 'karna berasal', 'berasal negara', 'negara tirai', 'tirai bambu']","['warna hijau hp', 'hijau hp xiaomi', 'hp xiaomi tuh', 'xiaomi tuh identik', 'tuh identik warna', 'identik warna hijau', 'warna hijau bambu', 'hijau bambu karna', 'bambu karna berasal', 'karna berasal negara', 'berasal negara tirai', 'negara tirai bambu']"
epic moment,['epic moment'],[]
perasaan poco m pro gini desainnya,"['perasaan poco', 'poco m', 'm pro', 'pro gini', 'gini desainnya']","['perasaan poco m', 'poco m pro', 'm pro gini', 'pro gini desainnya']"
beli,[],[]
bangbahas vivo yd bang,"['bangbahas vivo', 'vivo yd', 'yd bang']","['bangbahas vivo yd', 'vivo yd bang']"
bangbahas vivo yd donk bang,"['bangbahas vivo', 'vivo yd', 'yd donk', 'donk bang']","['bangbahas vivo yd', 'vivo yd donk', 'yd donk bang']"
layar xiaomi kyk xiaomi si,"['layar xiaomi', 'xiaomi kyk', 'kyk xiaomi', 'xiaomi si']","['layar xiaomi kyk', 'xiaomi kyk xiaomi', 'kyk xiaomi si']"
bagustapi kenpa nge copy paste sikek gaada ide,"['bagustapi kenpa', 'kenpa nge', 'nge copy', 'copy paste', 'paste sikek', 'sikek gaada', 'gaada ide']","['bagustapi kenpa nge', 'kenpa nge copy', 'nge copy paste', 'copy paste sikek', 'paste sikek gaada', 'sikek gaada ide']"
